job_id,job_title,company,location,job_description,experience,education,salary,job_type
JOB04062,Data Analyst,NexaWorks,"Gwalior, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Power BI, Tableau, Statistics and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,8-10 LPA,Contract
JOB05535,Cloud Engineer,CloudSphere,"Noida, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Python, Terraform, Kubernetes, AWS, Docker and Linux. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech/M.Tech,6-9 LPA,Contract
JOB06617,QA Engineer,CloudSphere,Remote,"We are looking for a QA Engineer to join our team. The candidate should have experience with Java, Git, Python and API Testing. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,5-7 LPA,Full-time
JOB08121,Frontend Developer,FinEdge Technologies,"Mumbai, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with React, TypeScript, Git, HTML and JavaScript. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech,5-9 LPA,Full-time
JOB08156,Machine Learning Engineer,NexaWorks,"Hyderabad, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with SQL, Docker, TensorFlow and Scikit-learn. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Master's Degree,9-13 LPA,Full-time
JOB01803,Software Engineer,InnovateLabs,"Delhi, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Java, C++, REST API and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,9-14 LPA,Full-time
JOB04737,Cloud Engineer,NextGen Systems,"Chennai, India","We are looking for a Cloud Engineer to join our team. The candidate should have experience with Linux, AWS, Azure, Python, Docker and Kubernetes. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,Bachelor's Degree,,Full-time
JOB02386,DevOps Engineer,TechNova Solutions,Remote,"We are looking for a DevOps Engineer to join our team. The candidate should have experience with Jenkins, Docker, Kubernetes, Linux, AWS and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,12-15 LPA,Full-time
JOB06695,Business Analyst,FinEdge Technologies,Remote,"We are looking for a Business Analyst to join our team. The candidate should have experience with Tableau, Excel, Power BI and Business Analysis. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.Tech/M.Tech,11-14 LPA,Full-time
JOB05760,Data Analyst,CodeCraft India,"Mumbai, India","We are looking for a Data Analyst to join our team. The candidate should have experience with SQL, Tableau, Power BI, Python and Pandas. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",0-2 years,Bachelor's Degree,3-5 LPA,Full-time
JOB01960,Business Analyst,CloudSphere,"Delhi, India","We are looking for a Business Analyst to join our team. The candidate should have experience with Excel, SQL, Power BI, Business Analysis and Tableau. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",2-4 years,B.Tech,6-11 LPA,Full-time
JOB02977,Frontend Developer,BlueOrbit Software,"Chennai, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with TypeScript, HTML, REST API and Git. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,Master's Degree,9-11 LPA,Full-time
JOB08681,Frontend Developer,Quantix Technologies,"Bangalore, India","We are looking for a Frontend Developer to join our team. The candidate should have experience with React, REST API, JavaScript, CSS and HTML. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech,6-8 LPA,Full-time
JOB01844,Data Scientist,DataBridge Analytics,"Bangalore, India","We are looking for a Data Scientist to join our team. The candidate should have experience with SQL, Machine Learning, Scikit-learn and NumPy. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.Tech/M.Tech,12-17 LPA,Full-time
JOB01735,Data Analyst,Vertex Digital,"Pune, India","We are looking for a Data Analyst to join our team. The candidate should have experience with Power BI, SQL, Tableau and Statistics. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,Master's Degree,5-7 LPA,Part-time
JOB02912,Software Engineer,TechNova Solutions,"Delhi, India","We are looking for a Software Engineer to join our team. The candidate should have experience with Git, C++, Docker, REST API, Python and SQL. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",3-5 years,B.Tech/M.Tech,10-15 LPA,Full-time
JOB08339,Machine Learning Engineer,DataBridge Analytics,"Mumbai, India","We are looking for a Machine Learning Engineer to join our team. The candidate should have experience with SQL, PyTorch, Python and TensorFlow. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",5-8 years,B.E.,9-11 LPA,Full-time
JOB01987,Backend Developer,CodeCraft India,"Hyderabad, India","We are looking for a Backend Developer to join our team. The candidate should have experience with SQL, Docker, PostgreSQL and REST API. The role involves developing solutions, analyzing requirements, collaborating with cross-functional teams, and maintaining high-quality deliverables. Strong problem-solving and communication skills are preferred.",1-3 years,B.E.,9-11 LPA,Contract
